name,date,color,message
sami,June 19 2020,Pink,youre pretty thank for being by my side uwu\\\\n\\r\\n\r\n
Kevin,June 19 2020,Light Orange,Why did we stop talking? I want to start over..\\\\n\\r\\n\r\n
Dillan,June 19 2020,Light Grey,I wish I could have been what you wanted.\\\\n\\r\\n\r\n
Sasha,June 19 2020,Light Green,You are the perfect boyfriend but not for me and Im sorry because I wish that I could love you like you love me\\\\n\\r\\n\r\n
Jojo,June 19 2020,Green,Its not love like anything romantic im not gay for you but mf id lay down in front of traffic for your dumbass. You the first person thas not family that i can really say i love loved. Youd prolly think this iz dumb asf and youre prolly right. But thas cuz your jojo\\n\n
Kim,June 19 2020,Tangerine,youve made my life so much better. you pulled me out of the gutter thank you.\\\\\\\\n-ki\\\\n\\r\\n\r\n
Fatzi,June 19 2020,Light Grey,I miss you so much\\\\n\\r\\n\r\n
Logan,June 19 2020,Maroon,Youve changed me as a person for the better I knew you were the one since the day you smiled at me. Im so in love with you I cant even describe the way you make me feel . You mean everything to me! Thankyou so much Logan  A\\\\n\\r\\n\r\n
Alejandro,June 19 2020,Blue,I dont think youll ever truly understand how much it hurt me when you chose her. She was the girl you told me not to worry about.\\\\\\\\nShe caused endless amounts of drama and pain throughout our entire relationship\\n\n
Payton,June 19 2020,Maroon,i wish we were still friends\\n\n
brendan,June 19 2020,Dark Purple,im sorry i couldnt be good enough im sorry i couldnt change for you. im sorry we lost everything i just want to be able to hear you voice\\\\\\\\nwithout wanting to cry.\\\\n\\r\\n\r\n
elias t,June 19 2020,Blue,u mean sm to me and she doesnt deserve u but I hate how u get to take up free space in my mind at all times.\\\\n\\r\\n\r\n
Lucas,June 19 2020,Light Blue,You hurt me and I always came back for more and you discarded me like gum from your shoe all I wanted was to see you happy but you were so happy hurting me\\\\n\\r\\n\r\n
Dakota J,June 19 2020,Dark Blue,Remember when you showed me that card trick in the 7th grade? Yeah\\n\n
L,June 19 2020,Black,i gave you everything i could and i wanted to give you everything you deserved i tried to give you my whole heart and you ripped it i still pray for you tho youve tried to get back together but it doesnt feel right anymore\\\\n\\r\\n\r\n
payton,June 19 2020,Maroon,i wish we were still best friends\\n\n
Jason,June 19 2020,Dark Purple,I know you tried. I love you\\n\n
Ethan,June 19 2020,Red,I wish we were more mature when we were together. Im just grateful you were my first love.\\\\n\\r\\n\r\n
Stephanie,June 19 2020,Yellow,I hate that our parents hate eachother now. I wish I could still see you. I wish you were still my girlfriend and that I could feel you kiss me one last time. Love you Steph. I said it too soon but I meant it. -C\\\\n\\r\\n\r\n
dad,June 19 2020,Pale Pink,i hate you for what you did to me. i will never be able to truly trust anyone and its your fault. you destroyed my childhood & took away any sense of safety ill ever feel. i just hope grayson is okay\\\\n\\r\\n\r\n
payton,June 19 2020,Purple,i wanna talk to you again but i dont know how. i fucked up\\n\n
Michael,June 19 2020,Red,I dont have enough energy to be angry anymore. I miss you\\n\n
B,June 19 2020,Purple,I remember the first time we met eyes\\n\n
Nicker,June 19 2020,Pink,Im so sorry we didnt work out\\n\n
Dan,June 19 2020,Pale Blue,I still wear your sweatpantsits been three years. Maybe one day Ill have the courage to tell you that.\\\\n\\r\\n\r\n
coby,June 19 2020,Light Pink,im sorry for having the tightest\\n\n
liam,June 19 2020,Turquoise,thanks for one of the best memories ive ever had. i genuinely hope you have a good life\\n\n
Kristopher,June 19 2020,Tan,I wonder what you think about me now. Do you hate me? Do you miss me? I know I said I would never leave but I had to. For my own good\\n\n
Tye,June 19 2020,Green,Your actions still hurt but they led me to a better man. I still want to know if you acknowledge how I gave my all to you. How I tried so hard for you and looked past the times you lied\\n\n
braden,June 19 2020,Light Pink,i hate you so much. you broke me. but thank you for making me a stronger person\\\\n\\r\\n\r\n
rdb,June 19 2020,Green,i miss you so much. our time will come but god i wish it was sooner. im always here if you want me to be. i love you always hunny.   jmk\\\\n\\r\\n\r\n
Daryn,June 19 2020,Pink,Forever & always I love you\\\\n\\r\\n\r\n
nicholas szoke,June 19 2020,Yellow,ur color will always b yellow cus u never failed to make me happy.. I know youll never go on here but I just wanted to say thank you for always making me laugh. no matter what mood I was in in class you could always make me smile. wether it was just by looking at u\\n\n
Sophia,June 19 2020,Army Green,I told myself to stop waiting for you. So Im going to stop now. I wish you the best.\\\\n\\r\\n\r\n
J,June 19 2020,Brown,Idk if it was real love because I liked your lies better that your truths\\\\n\\r\\n\r\n
T,June 19 2020,Black,its not fair for you to say you love me and then be with someone else. leaving me waiting.\\\\n\\r\\n\r\n
olivia zhang,June 19 2020,Yellow,dear olivia\\n\n
Anna Olson,June 19 2020,Light Blue,you deserve the world. love you\\\\\\\\n-CR\\\\n\\r\\n\r\n
Warren,June 19 2020,Maroon,I still think of you often. I wish our paths would have crossed once more.\\\\n\\r\\n\r\n
aaron m. strings,June 19 2020,Light Purple,you made me so happy. the way you made my world stop and feel so clear. the way you held my face in your palms. the way you hugged me even when everybody was watching. i loved you. and you gave up. you left me. you broke me. and i still will love you\\\\n\\r\\n\r\n
J,June 19 2020,Brown,Idk if it was real love because I liked your lies more than your truths\\\\n\\r\\n\r\n
jake,June 19 2020,Pale Purple,you dont know that these et. i love you more than words can say. please stay in love with me too.\\\\n\\r\\n\r\n
Jordan,June 19 2020,Light Orange,The color of your fav hoodie. The feelings for you are always there. I cant tell if its mutual anymore.\\\\n\\r\\n\r\n
Sol,June 19 2020,Light Blue,I love yoy man.. every time you call me boo.. I know its just in an affection way but.. man I love you.. I wish we were boyfriends together..\\\\n\\r\\n\r\n
X,June 19 2020,Black,I loved you more than anything\\\\n\\r\\n\r\n
ellie,June 19 2020,Blue,kiss me kiss me kiss me kiss me kiss me kiss me kiss me kiss me kiss me kiss me kiss me kiss me\\\\n\\r\\n\r\n
tom lithgow,June 19 2020,Dark Blue,I want to say I miss you but I dont. I miss the old you. Why the smoking and drinkin? Who hurt you? ill listen\\\\n\\r\\n\r\n
kyla v,June 19 2020,Pale Blue,thank you\\n\n
Kaleb,June 19 2020,Pink,Ill never forget the times we shared and i feel like I wont ever love someone as much as i loved you:(\\\\n\\r\\n\r\n
king,June 19 2020,Yellow,so after everything\\n\n
Michael,June 19 2020,Black,Deep down\\n\n
Muskaan,June 19 2020,Green,Hey bitch\\n\n
Carson,June 19 2020,Light Blue,It was harder than you know to accept it when you left me. I know now that you needed to grow without me. Im sorry I hindered that and I hope youre a better person now.\\\\n\\r\\n\r\n
aleorreti,June 19 2020,Light Orange,You really fucked up with how you treated her. And I saw how it effected her and still does to this day. Somehow she doesnt hold anything against you but I always will. She is happy with her new boyfriend but I see how the way you treated her has formed into constant self doubt\\n\n
Emily G,June 19 2020,Black,Im sorry for being such a shitty friend\\n\n
Shelby Schmidt,June 19 2020,Black,I dont miss you. I miss the old you. And what you took from me.\\\\n\\r\\n\r\n
Laurence,June 19 2020,Black,Why do you even bother making my life a living hell?\\\\n\\r\\n\r\n
Greg,June 19 2020,Red,I want you to be more than the hot roomate.\\\\n\\r\\n\r\n
Dean,June 19 2020,Light Blue,I never stopped thinking about you\\\\n\\r\\n\r\n
ellie,June 19 2020,Yellow,theres a small part of my heart thatll love you forever. even if you hate me now.\\\\n\\r\\n\r\n
katelyn/kate,June 19 2020,Red,i still think of you\\n\n
David,June 19 2020,Yellow,I miss on what we had\\\\n\\r\\n\r\n
kyla,June 19 2020,Maroon,thank you for helping through so much. during the time that we had taken a break from being friends.. i lost myself. i had no idea what to do and how to deal with things. thank you so much for walking back into my life after everything. you mean so much to me. i love you.  B\\\\n\\r\\n\r\n
a,June 19 2020,Pale Blue,i really liked you. i loved every moment w you. it crushed me when you just left me. i still love you.\\\\n\\r\\n\r\n
king,June 19 2020,Light Blue,I was there for you when you were at your hardest times yet you couldnt be there for mine.\\\\n\\r\\n\r\n
Michael,June 19 2020,Red,Its been 293 days since our first kiss and Ive thought about that moment everyday for 293 days.\\\\n\\r\\n\r\n
Keith,June 19 2020,Yellow,I though you were the one and you didnt fight for me. We were each others first loves and you let it slide away\\n\n
T,June 19 2020,Green,I will never love anyone the way I loved you. We couldve been good but you didnt wanna put in the effort to keep me.\\\\n\\r\\n\r\n
Julian Imperiale,June 19 2020,Light Blue,We made so many amazing memories together. But things changed over time. You changed and I was in love with you and was blinded by that. I wish I could have done what needed to be done way sooner. You made so many mistakes and blamed them on me. You were so manipulative. I hope you can learn and be a better person. The fucked up thing is I still care for you even after everything thats happened. I know you dont care about me. Bye\\\\n\\r\\n\r\n
christian,June 19 2020,Dark Purple,i wanna ask when you fell out of love\\n\n
charles,June 19 2020,Pale Pink,i really wish i wouldnt have met you my life would have been so much better and i wouldnt have been broken you didnt treat me right and i didnt know what to do about it you never listened to me and i was so over things and when i finally ended things you had your friends be complete assholes to me and that broke me even more things would have been way better off if i would have never caught feelings\\\\n\\r\\n\r\n
alex,June 19 2020,Red,you chose her over me. not surprised but considering what wed been through i thought itd be me\\\\n\\r\\n\r\n
liam,June 19 2020,Turquoise,i just typed a whole ass essay that i wanted to submit and it deleted \\\\n\\r\\n\r\n
Carly,June 19 2020,Red,Im sorry I choose her I was hurt and you didnt seem to care how you treated me I never meant to hurt you I jsut wanted to be loved and I didnt see how good you treated me until I layed in bed not being able to breathe because I dont know how to carry on my life without you\\\\n\\r\\n\r\n
jacob,June 19 2020,Black,i feel empty without your presence. please come back.\\\\n\\r\\n\r\n
Ayziah,June 19 2020,Red,why did you leave? Do you ever think about me? Because I think about you constantly \\\\n\\r\\n\r\n
6-Apr,June 19 2020,Wine,I kinda miss you even though I sometimes feel like it was a mistake.\\\\n\\r\\n\r\n
brad,June 19 2020,Purple,i want us to last so badly. we may be 14 but i want us to make it. i want us to be together forever. you mean the world to me. i love you.\\\\n\\r\\n\r\n
ellie,June 19 2020,Light Purple,Wow wow wow.\\\\n\\r\\n\r\n
matt,June 19 2020,Pale Blue,i almost wish it wasnt summer just because your slaughter beach dog sweatshirt is all i wanna wear\\\\n\\r\\n\r\n
Grace,June 19 2020,Black,Dont be afraid to talk about how you feel to me. Ill never hurt you.\\\\n\\r\\n\r\n
Michael,June 19 2020,Red,I still cry whenever I hear the song Still Into You.\\\\n\\r\\n\r\n
rina,June 19 2020,Red,thanks for showing me ur massive horsec*ck love u homie xx\\\\n\\r\\n\r\n
Alex Y,June 19 2020,Army Green,You were my first love and its been a year and youre still all I think about\\n\n
J,June 19 2020,Grey,Your the reason I dont know how to love anymore.\\\\n\\r\\n\r\n
Carly,June 19 2020,Red,Im sorry I choose her I dont wnana be with her I would do anything to be urs again I was hurt and you didnt seem to care how you treated me Im sorry for messing up and ik its to late now and Ill never get you back but I still hope one day youll find a way to forgive me and be with me even if I have to wait Ive already waited 2 years I can wait more\\\\n\\r\\n\r\n
him,June 19 2020,Yellow,u broke my heart u bitch\\\\n\\r\\n\r\n
der,June 19 2020,Pale Blue,i cant stop wanting to teyou but i dont know what i would say. i heard you were talking to another one of my friends\\\\n\\r\\n\r\n
kenaz,June 19 2020,Black,I always loved you but you never realized.now I hardly know you\\\\n\\r\\n\r\n
Aruti,June 19 2020,Army Green,Hey bitch\\n\n
tyler moore,June 19 2020,Dark Green,You have no clue how to love a woman.Grow up. Also your breath stinks.\\\\n\\r\\n\r\n
Gavin! G,June 19 2020,Light Blue,hi teme back! its been now around 2 months and i have so much i want to tell you but most importantly i miss your hugs. teme gavin g\\\\n\\r\\n\r\n
chris,June 19 2020,Tangerine,my boy\\n\n
eddie,June 19 2020,Maroon,You were the worst thing to ever happen to me\\n\n
Guy SL,June 19 2020,Pale Blue,you utterly broke me. we may be on good terms now but you are the reason why i have major trust issues. its only taken you three years to realise how much of an asshole you were to me\\n\n
Mia C,June 19 2020,Black,I didnt actually have a crush on you\\n\n
Eddie,June 19 2020,Maroon,You were the worst thing to ever happen to me\\n\n
Steven Adkins,June 19 2020,Yellow,Even now I miss you. You were all I had and I messed it up because I couldnt stand up for myself and I didnt think I deserved to be happy. I hate myself knowing that theres probably days where you still second guess yourselfYoure one of the most beautiful souls I ever had the privilege of knowing. I still love you. Id take it back if I could.\\\\n\\r\\n\r\n
Brian,June 19 2020,Black,We had something and i know you knew that. Why couldnt you hold on to that\\\\n\\r\\n\r\n
Yeah,June 19 2020,Red,well you can tell by the way i use my walk im a cheese balls man\\\\n\\r\\n\r\n
mahala,June 19 2020,Black,youre beautiful. i want to be yours and only yours. hopefully you give me the chance\\\\n\\r\\n\r\n
adrian,June 19 2020,Light Purple,i never thought i would find someone like you who understands me so well and treats me like a princess. you mean the world to me. i love you.\\\\n\\r\\n\r\n
adam,June 19 2020,Dark Blue,you will always be my first love even if im not yours. i guess it jus wasnt meant to be\\\\n\\r\\n\r\n
J,June 19 2020,Black,You broke a lot of things about me and I cant forgive you.\\\\n\\r\\n\r\n
aidan m,June 19 2020,Blue,hey. miss you. you have so much potential; I cant wait to see the things you accomplish! Have fun at Boston\\\\n\\r\\n\r\n
Zach,June 19 2020,Blue,I should hate you\\n\n
brad,June 19 2020,Light Blue,You broke me and acted like nothing happened. You took advantage of the fact that you knew me so well and used my personal stuff against me. You manipulated me and played the victim in situations you created. You broke my heart and are one of the reasons why I can never open up to someone again. You have the audacity to act like you never hurt me. Fuck you.\\\\n\\r\\n\r\n
Kennedy,June 19 2020,Red,I didnt really love you\\n\n
Dylan,June 19 2020,Dark Blue,I still love you but I am too scared to face the pain if I were to admit it to you now.\\\\n\\r\\n\r\n
ren mendoza,June 19 2020,Dark Purple,ren\\n\n
Alex,June 19 2020,Black,I just need the closure I never got. Im sorry.\\\\n\\r\\n\r\n
Justice,June 19 2020,Green,Miss you bro\\\\n\\r\\n\r\n
j,June 19 2020,Black,Im sorry I never told you I loved you.\\\\n\\r\\n\r\n
Dan,June 19 2020,Pale Blue,I still wear your sweatpantsits been three years.\\\\n\\r\\n\r\n
Joshua,June 19 2020,Black,I really liked you but all you wanted was lust not love\\\\n\\r\\n\r\n
Rafael B,June 19 2020,Dark Blue,i love you\\n\n
Jack P,June 19 2020,Light Green,i miss you. please come back to me\\n\n
Jeni,June 19 2020,Maroon, u r very hot\\\\n\\r\\n\r\n
Michael,June 19 2020,Red,If you asked to get back together again Id say yes.\\\\n\\r\\n\r\n
Jake B.,June 19 2020,Black,I really miss you sometimes\\n\n
Elijah,June 19 2020,Light Purple,I wish you never said you needed a break. I loved you but I lost feelings. It hasnt been the same since.\\\\n\\r\\n\r\n
Brynn,June 19 2020,Blue,Brynn\\n\n
Keegan H,June 19 2020,Green,I wish you were my friend still. I wish we could go back to how we use to be. I may not be on your mind or friend list\\n\n
cameron gam gam,June 19 2020,Pale Blue,peepee poopoo u stink. i miss u and i miss hanging out w u. you probably know all of this already\\n\n
Nisha P,June 19 2020,Light Purple,miss you so much. Love you and your jokes so much\\n\n
Quinn,June 19 2020,Dark Blue,Thanks for being a good friend I will always remember the memories we made together. No matter who I love neIll always remember you even if you dont remember me\\\\n\\r\\n\r\n
August,June 19 2020,Yellow,I wish I could fully describe how much I truly love you. You make me happy and Ill always love you forever. I wish we werent apart. I miss you\\\\n\\r\\n\r\n
peyton g.,June 19 2020,Pink,fuck bro. im so in love with you. the way you talk to me. the way you look at me. i know were just best friends and thats okay  ill love you silently\\n\n
erich s,June 19 2020,Pale Purple,man thank you so much for all the great memories together. thank you for all the advice youve given me. thank you for being by my side always\\n\n
Eric,June 19 2020,Maroon,I want us to be more than what we are right now.\\\\n\\r\\n\r\n
Ben,June 19 2020,Pale Pink,Youre the sweetest person Ive ever meet. I wish my mental health didnt get in the way. Im sorry\\\\n\\r\\n\r\n
Lachlan M.,June 19 2020,Dark Blue,who the hell do you think you are? how dare you use suicide against me as a way for me to stay with you. how dare you treat me the way you did. and yet\\n\n
Brenna,June 19 2020,Purple,You gave me happiness and pain. You showed me what it was like to be in love. We might not be together now\\n\n
Micheal,June 19 2020,Red,I hate that you werent honest about being married from the start. I hate that you left me. I wouldve loved you and stood by while you picked up the pieces of your life. Im sad you chose to walk away.\\\\n\\r\\n\r\n
Irish V,June 19 2020,Red,Ill always love you no matter what and I just truly believe youre the one I want to marry and be with till the day I die \\\\n\\r\\n\r\n
Ana H,June 19 2020,Tan,Were gonna move to Australia together. Best not break my heart before then.\\\\n\\r\\n\r\n
saege,June 19 2020,Pale Blue,dear saegey\\n\n
Nicholas,June 19 2020,Green,i was just the girl you used for seight\\\\n\\r\\n\r\n
jason k,June 19 2020,Red,i wonder if it would have been different if wed kissed that night. i truly believe that we could have been something eaordinary.\\\\n\\r\\n\r\n
Ryan heuser,June 19 2020,Light Green,Amazing friend even if he bullys nea little. Love hanging out together\\\\n\\r\\n\r\n
Karen,June 19 2020,Yellow,i love u bc i want to use u to get to ur video game stash and get ur dads baking \\\\n\\r\\n\r\n
Angelica,June 19 2020,Pale Pink,I wish you cared about me\\n\n
Gabe,June 19 2020,Turquoise,Fuck you. You fucked up my entire life. I wish you never asked me out.\\\\n\\r\\n\r\n
julio c g,June 19 2020,Black,honestly i still dont understand how someone could appear to be so nice and kind but turn out to be so psychotic\\n\n
dillon,June 19 2020,Dark Blue,i still remember the day you asked me out and the biggest smile on your face\\n\n
Tina L,June 19 2020,Black,love you and miss you lots. Lets hang out soon. Youre so funny and so smart. Honestly\\n\n
Isaac P,June 19 2020,Tan,i wish we had met now\\n\n
Jkwon,June 19 2020,Light Blue,I wish we made it farther cause we had so much potential. But good things dont last forever \\\\n\\r\\n\r\n
val,June 19 2020,Red,i wish you never did the things you did to me. i was 100% down for you and in love and you went and hurt me as hard as you could\\\\n\\r\\n\r\n
Me,June 19 2020,Yellow,I hate you I hate your voice I hate the way you stand I hate how you laugh and smiles\\\\n\\r\\n\r\n
ava m,June 19 2020,Turquoise,sometimes i hate you but i must admit i do care about you a lot. thank you for always being there for me and making jokes that LITERALLY no one else understands. tell your mom i miss her.  B\\\\n\\r\\n\r\n
Trey,June 19 2020,Black,I hope one day we can see each other again how we did when we were 12. I love you so much..until we meet again.\\\\n\\r\\n\r\n
Jack,June 19 2020,Black,I think Im falling for you but you couldnt care less about my etence. I dont want you to fall for me\\n\n
aidan,June 19 2020,Pale Blue,Ill probably never really be able to talk to you on a fully personal level but i hope that you have a good day and that you keep living life to its fullest. i doubt that you will ever really see this but one can only hope.\\\\n\\r\\n\r\n
Lee,June 19 2020,Blue,I dont understand why you lied. Why did you have to convince me M was abusing me? Why did you make up him assaulting you? Was it jealousy? Regret?\\\\n\\r\\n\r\n
enae v,June 19 2020,Pale Pink,haha hi enae ily its lilli  im not in love with you but i love you sooooooo hi  search up peyton g \\\\n\\r\\n\r\n
Me,June 19 2020,Maroon,I feel sorry for you. Youre too weak and trust too easily. You let yourself get fucked over\\n\n
the only one,June 19 2020,Light Green,I think you were lying when you told me you loved me\\\\n\\r\\n\r\n
God,June 19 2020,Yellow,Hey\\n\n
Grace,June 19 2020,Light Purple,Ur a dirty whore \\\\n\\r\\n\r\n
Maverick,June 19 2020,Pale Blue,id let you break my heart over and over just so i can feel what you being in love with me again is like\\\\n\\r\\n\r\n
nick,June 19 2020,Pale Pink,stop leading me on. i want your love.\\\\n\\r\\n\r\n
Karson,June 19 2020,Maroon,I wish your ego didnt shield you from the love I tried to show you.\\\\n\\r\\n\r\n
Esha,June 19 2020,Light Blue,Luv thank You for always makin me laugh! \\\\n\\r\\n\r\n
t,June 19 2020,Light Pink,i still miss you and i think about you everyday. im happy to know that youre going on to accomplish the goals that you set out like im so proud of you. even though we havent talked in like a year and things ended bad i still wish the best for you. you deserve the best but i just wish the best was me. but who knows we might see each other again one day and things for us will be great and wed be able to do all the things we said we would. idk but what i do know is that i have to move on and i have to let go i cant keep holding on to the what ifs anymore. its time i start living for myself and finding happiness alone with just me but i cant forget you i mean how could i when you were literally like my other half. i have to start living again but ill always hold on to a little piece of hope that one day youll come back to me. love you always\\\\n\\r\\n\r\n
Jaidyn,June 19 2020,Light Pink,I hope we can be something in the future\\\\n\\r\\n\r\n
M,June 19 2020,Black,After 18 years\\n\n
Aidden,June 19 2020,Black,i wish you didnt die. i still cry at night over you. i think my life would be different if you were alive. i still think its my fault\\n\n
Tommy,June 19 2020,Pale Blue,Sometimes I feel like I meant nothing to you. You constantly told me how much you loved me but your actions never aligned with your words. All you did was break me when all I wanted was to be unconditionally loved by you\\\\n\\r\\n\r\n
talis,June 19 2020,Yellow,You always make me happy I wish u looked at me the way you do with her. All I ever wanted was to be loved by you. Ive wanted to kiss you so bad. Ill just wait till you give me a chance.\\\\n\\r\\n\r\n
Lucas,June 19 2020,Yellow,If I told you I was ready now\\n\n
Gabe Parks,June 19 2020,White,I dont know how to feel about you. Im not sure of the feelings I have for you\\n\n
kaiya,June 19 2020,Light Blue,i think Ive outgrown you as a friend youve changed a lot over the past few months\\\\n\\r\\n\r\n
Thomas,June 19 2020,Light Blue,We were very young but you always made me feel happy and safe even when we werent together. It broke my heart when you moved and I still think about you every now and then and I smile.\\\\n\\r\\n\r\n
Orianna,June 19 2020,Yellow,I miss you. I wish things could go back to how they were before I ruined it all. I just hope youre genuinely doing well because that is all that matters.\\\\n\\r\\n\r\n
peyton gower,June 19 2020,Pale Purple,bub i doubt youll ever see this but hi  i love youuuu\\\\n\\r\\n\r\n
Adilbek,June 19 2020,Black,Im sorry I hurt you and Im sorry I run away from your feelings. I genially hope that you succeed in life.\\\\n\\r\\n\r\n
My love,June 19 2020,Turquoise,I still dream of us but we never worked out. It gives me comfort to know we lay under the same stars\\\\n\\r\\n\r\n
Isaias,June 19 2020,Tan,I really did loved you and you where the first person I truly ever loved  thank you \\\\n\\r\\n\r\n
Toya,June 19 2020,Light Purple,Youve always given too much to see other people be happy. I hope that you get to erience your own peace one day.\\\\n\\r\\n\r\n
anna grayson,June 19 2020,Pink,I fucking love you man\\n\n
Cayden,June 19 2020,Pale Blue,We were friends so long I didnt realize how to you were. The best decision I ever made was leaving you behind and becoming my own person and not being your shadow as you used to say\\\\n\\r\\n\r\n
owen,June 19 2020,Light Green,i think i might be losing you \\n\n
Brian,June 19 2020,Pale Pink,You make me feel so special one night\\n\n
Ronan,June 19 2020,Yellow,I loved you for 4 years and never once did you acknowledge me\\n\n
Brady,June 19 2020,Light Purple,Im sorry I wasnt as good as I should have been\\n\n
Chance,June 19 2020,Pale Blue,Fly high my little angel. You will ALWAYS be missed :)\\\\n\\r\\n\r\n
camryn,June 19 2020,Yellow,we tried\\n\n
dominick h,June 19 2020,Dark Blue,im sorry for hurting you and for allowing myself to lose my bestfriend and first love so easily. if i could take it back part of me would but the other part wouldnt. weve both changed for what seems to be good. i just wanted to thank you for being the best first boyfriend and friend a girl could ask for. ill forever hold my promise of always being there for you\\n\n
victoria r,June 19 2020,Red,i miss you every single day and i would give anything to still have you. i made eses when the only problem was me\\n\n
col,June 19 2020,Purple,i just read your one month post to her on your spam\\n\n
kyle,June 19 2020,Black,i still hope that one day youll reach out and realize that we were meant to be\\n\n
Ethan,June 19 2020,Dark Blue,You used to be my star but then I realized you were merely a spec of light among the rest\\\\n\\r\\n\r\n
Jessica,June 19 2020,Light Orange,im forever sorry\\\\n\\r\\n\r\n
wesley,June 19 2020,Red,i hate you\\n\n
Rossa,June 19 2020,Dark Blue,You broke me in ways unimaginable. You never even cared. I gave you my whole heart.\\\\n\\r\\n\r\n
Layton,June 19 2020,Light Orange,We destroyed each other and for that im sorry. i miss you and i still love you after 4 years. you changed me.\\\\n\\r\\n\r\n
dajon,June 19 2020,Grey,u proved what i already knew abt boys. you cant trust them with ur feelings. but somehow my brain thought you were an eption\\\\n\\r\\n\r\n
Alexa,June 19 2020,Pink,I wish things ended differently. How stupid\\n\n
D,June 19 2020,Yellow,Its ok that you chose her\\n\n
Ky,June 19 2020,Black,Im grateful that you made me feel special even for a short period of time. I hope youre doing well and continue reaching your dreams. Know that I loved you even though your feelings for me arent clear.\\\\n\\r\\n\r\n
john,June 19 2020,Pale Pink,the way you looked at me made me believe we werent just friends. well never be just friends\\\\n\\r\\n\r\n
javier,June 19 2020,Turquoise,i love you. i know you dont believe in love but\\n\n
Alex,June 19 2020,Grey,Do you still love me? Do you still think of me? I still love you and think of you every fucking day. I wish I didnt but I cant help it. I hope youre doing well. I miss what we had\\n\n
Natalia J,June 19 2020,Light Blue,Hey Homie\\n\n
A.N.A,June 19 2020,Light Pink,i love you more than anything lex\\n\n
cameron huber,June 19 2020,Dark Green,I doubt youll ever see this but thank you for teaching me to love myself. Im too shy to teyou this but I loved being with you\\n\n
sierra,June 19 2020,Maroon,i wish i told you how much i loved you when i had the chance. because now its too late.\\\\n\\r\\n\r\n
Geoffrey Sam,June 19 2020,Tangerine,i thank God for you every night. i love you forever.\\\\n\\r\\n\r\n
Logan,June 19 2020,Purple,I saw that your boyfriend proposed today\\n\n
Zach,June 19 2020,Red,I will always love you and I hope you know Im always here I hope you come back and realize how much I love you\\\\n\\r\\n\r\n
Melanie,June 19 2020,Pale Blue,my first girl crush. u helped me so much and u have no idea. u r one of the most beautiful people I have ever met\\n\n
Kameron,June 19 2020,Black,I still love you.\\\\n\\r\\n\r\n
Holli,June 19 2020,Red,See you tonight hot stuff x\\\\n\\r\\n\r\n
Faith/Liam Craven,June 19 2020,Light Purple,im sorry for acting like i did\\n\n
Freedom,June 19 2020,Pale Purple,Im glad we arent together anymore\\\\n\\r\\n\r\n
You know,June 19 2020,Red,And you have broken every single fucking rule\\n\n
tommy h,June 19 2020,Black,first off thank you for being my walking dead buddy and always teng me throughout each episode while it aired. i also wanted to tell you that i truly am sorry. i never intended on hurting you. but ever since the breakup it seems that weve both grown and became a happier/better version of ourselves. my full reasoning of ending is that i didnt feel like it was a relationship anymore but more of a really good friendship and because my feelings were all over place and in a way kind of are idk but i hope that we can stay on good terms and try rebuilding our friendship again. im sorry again. but i do promise to also love and care about you and be there for you whenever you need me.\\\\n\\r\\n\r\n
Miguel,June 19 2020,Turquoise,Youre a literal asshole tbh. But I do love you and Ill always have a soft spot for you. You dont know that though\\n\n
n,June 19 2020,Black,i miss you. lol\\\\n\\r\\n\r\n
bayzied,June 19 2020,Pale Pink,I wish we left off on a good note. I wish I could see how you grown and became this whole new person. I wish we couldve been friends. I dont love you anymore as\\n\n
Robert,June 19 2020,Red,I hope you choke! I despise you my hatred is fucking visceral god you have the most punchable fucking face\\\\n\\r\\n\r\n
madison,June 19 2020,Black,you took everything from me. i couldnt even sleep in my own bed or be in my own room because i was only reminded of how you took advantage of me. how could you do so much damage to so many people in 3 fucking days? i hate you.\\\\n\\r\\n\r\n
Dad,June 19 2020,Black,Why did you choose her over us?\\\\n\\r\\n\r\n
daniel,June 19 2020,Pink,you broke up with me when I loved you the most while you were losing feelings over me..\\\\n\\r\\n\r\n
Wesley,June 19 2020,Blue Grey,The thought of what we couldve been pains me more than words can describe.\\\\n\\r\\n\r\n
Hunter,June 19 2020,Dark Blue,i thought i had struck gold. in reality\\n\n
Zachary,June 19 2020,Yellow,well probably never see each other again since we cant go to school. but\\n\n
Brady,June 19 2020,Light Purple,how could I fiomething that I didnt even know was broken? Id have done anything if youd have just told me.\\\\n\\r\\n\r\n
nathan,June 19 2020,Light Pink,i will love you forever & always. thanks for being the best boyfriend and showing me true love\\\\n\\r\\n\r\n
luke,June 19 2020,Turquoise,im scared im never gonna be the same. you said i would get over it fast but i think about you all the time and you dont think about me\\\\n\\r\\n\r\n
Him,June 19 2020,Pale Blue,It hurts me too. It hurts me to not be able to talk to you. I do pay for it.\\\\n\\r\\n\r\n
Dad,June 19 2020,Black,i miss you i wish i could hear ur voice again.   -Love ur pride and joy x\\\\n\\r\\n\r\n
PJ,June 19 2020,Pale Pink,i was in love with you until i saw you dancing on tiktok. i have never lost feelings so fast.\\\\\\\\no\\\\\\\\ne\\\\n\\r\\n\r\n
Nicholas basdeo,June 19 2020,Black,I miss you .maybe one day well meet again.\\\\n\\r\\n\r\n
